GeneID	log2FC	padj
AT1G02080	1.04914178595029	0.502809495088486
AT1G02090	0.446628260018903	0.292614614579031
AT1G02100	0.525892958513511	0.237800026896169
AT1G02110	-0.329474320485191	0.782751211247696
AT1G02120	0.46725272394173	0.245443104878752
AT1G02130	-0.166016199582648	0.817011705929221
AT1G02140	-0.492766846501555	0.523347906243064
AT1G02145	-0.446416755978856	0.478639623349442
AT1G02150	-0.839641359378829	0.412733399152239
AT1G02160	-0.986240648614719	0.325978229799537
AT1G02170	1.62855492410047	0.0396918215553356
AT1G02180	-0.796140125088357	0.374300316250295
AT1G02205	-1.09119403650012	0.716223170577653
AT1G02220	0.736379686726119	0.545291508252176
AT1G02230	0.279622292320462	0.797281990607279
AT1G02260	-0.133320084506085	0.874549482577007
AT1G02270	3.55628682315663	2.0379966450268e-07
AT1G02280	-1.23236576049359	0.0651887666914339
AT1G02290	-0.670619056841086	0.361244515933018
AT1G02300	-1.43035108615631	0.176643909235812
AT1G02305	-0.289787530541503	0.77822459739182
AT1G02310	-0.290906970529036	0.913843321558757
AT1G02330	-0.099023576999628	0.848077078569058
AT1G02335	1.03594946896583	0.0756968112356738
AT1G02340	-2.257655160513	0.139129333008784
AT1G02350	-1.88557974244939	0.374398876635963
AT1G02360	0.811809648903414	0.36686664060792
AT1G02370	-1.05652889472748	0.0796312700605971
AT1G02380	-0.471219126718772	0.717700808844883
AT1G02390	0.813180809111227	0.671103690284977
AT1G02400	-1.12974281585319	0.484855757215235
AT1G02405	0.926607126369172	0.369800374136155
AT1G02410	0.136013418230442	0.782264483453865
AT1G02420	-0.0407740858678856	0.965268880211204
AT1G02430	0.421435510595312	0.734757749997812
AT1G02440	0.262961414302166	0.857256946901521
AT1G02450	0.800407392375825	0.471339809422612
AT1G02460	0.532478072646386	0.756167794420801
AT1G02470	0.0887014919389756	0.962527532380893
AT1G02475	-0.82555099697269	0.187410870707778
AT1G02500	1.05194775415508	0.146554559398946
AT1G02520	1.06620051868053	0.653160844368295
AT1G02560	-0.41809717546924	0.353450463183391
AT1G02580	2.12591099630755	0.184886184653105
AT1G02610	-0.680227569321548	0.674025040119744
AT1G02640	-0.306581579348546	0.843075938153863
AT1G02660	0.316183512555593	0.833086487758093
AT1G02670	-0.143772571868063	0.936912838792604
AT1G02680	-0.381939344632868	0.614122666186884
AT1G02690	0.282202056523504	0.784617557870851
AT1G02700	-0.421487980594323	0.848914144776253
AT1G02705	0.927422259140503	0.645549191102351
AT1G02720	-0.540118768763534	0.390521689599637
AT1G02730	0.332627494222183	0.889417825835354
AT1G02740	1.70188166111109	0.0226056846267615
AT1G02750	0.989703315541352	0.204467232952365
AT1G02780	-0.270711500197511	0.40844120668855
AT1G02816	-0.861971192992919	0.460144249474694
AT1G02820	-1.95552668351257	0.188038921785575
AT1G02840	0.322490427245005	0.63288753401213
AT1G02850	0.227582593354746	0.851195512014841
AT1G02860	-0.905553861165928	0.395790950533306
AT1G02870	-0.649983526235933	0.191256600947603
AT1G02880	0.132105191232845	0.836506024221762
AT1G02890	0.648849042374048	0.628265857083068
AT1G02900	-0.0476274943720586	0.982533035405365
AT1G02910	-0.142941642732495	0.866703830322494
AT1G02920	0.899338340078944	0.40844120668855
AT1G02930	0.463525307404658	0.74032122833511
AT1G02950	0.670247054755341	0.276134635938261
AT1G02960	-0.074536188938035	0.921396988621798
AT1G02970	-0.0864264206828807	0.960781085280031
AT1G02990	0.797016892101697	0.511493127833556
AT1G03000	-0.0194888800944895	0.985599096154941
AT1G03020	-0.62854202362396	0.629065925270971
AT1G03030	-0.240796917626226	0.763612904001001
AT1G03040	0.271631598951175	0.55855441017226
AT1G03050	2.24660782794246	0.0479937095945796
AT1G03055	0.235807446175265	0.824261258436382
AT1G03060	1.49831678759604	0.415121371227726
AT1G03070	0.295063982639252	0.863711883406159
AT1G03080	-0.215327392536547	0.916451874705693
AT1G03090	-1.01049719988882	0.50632461799312
AT1G03100	0.333332256233186	0.770116594182155
AT1G03110	-0.788396648658405	0.231269503448789
AT1G03130	-2.05003202062157	0.00999593292987381
AT1G03140	0.161175705703984	0.745743269147324
AT1G03150	-0.231996107160979	0.761858184993196
AT1G03160	-0.371398211087521	0.725053784749561
AT1G03180	0.466873506696895	0.702032707505986
AT1G03190	0.556088639602728	0.642795350904263
AT1G03200	0.146485034484784	0.925534601763996
AT1G03210	-0.770520023263559	0.50642933001668
AT1G03220	-0.833761460362563	0.63288753401213
AT1G03230	0.236144431875693	0.84154751019401
AT1G03250	-0.000499475339352793	0.9997875768213
AT1G03260	0.356276672244279	0.484684106644922
AT1G03270	-1.89426215295742	0.182677586427398
AT1G03280	0.685636757447502	0.201176915848192
AT1G03290	0.553605936019203	0.461350963774138
AT1G03310	-2.02910535405382	0.0032861087592374
AT1G03330	-0.410372590743083	0.644882085278437
AT1G03340	-0.607835658106698	0.460144249474694
AT1G03350	0.32562952933198	0.564640654290801
AT1G03360	-0.145102195885174	0.857758020227619
AT1G03365	0.304453364279802	0.704305243614268
AT1G03370	1.28352295804647	0.171653711368356
AT1G03380	0.302994221302366	0.842898285533145
AT1G03400	0.267373210350887	0.691305691481891
AT1G03410	-0.691243962656754	0.158318233979573
AT1G03430	0.225405888680899	0.783620647289245
AT1G03440	-0.398363638480574	0.670891298253445
AT1G03457	0.639852596198178	0.71598277095002
AT1G03470	-0.578981171950153	0.672178248297222
AT1G03475	-0.333230210720461	0.658046119984695
AT1G03495	1.01928702215644	0.0420116909507229
AT1G03510	-1.15428489123184	0.472715785115376
AT1G03520	0.206266702699137	0.799669259813059
AT1G03530	0.418283916703497	0.824651289156971
AT1G03540	-0.3616579670083	0.81642142447199
AT1G03550	0.198661965136543	0.844888685794504
AT1G03560	-0.353141788086056	0.679707084414468
AT1G03590	0.318521731339974	0.77219421574396
AT1G03600	-1.83402123679463	0.00159633799219239
AT1G03610	-0.0458679880007158	0.965700605419321
AT1G03630	-1.83274638043764	0.00302769255850517
AT1G03650	0.0656206868535266	0.963786914478073
AT1G03660	1.81002854752161	0.246356848987776
AT1G03680	-0.959542643516875	0.12494656952399
AT1G03687	-1.01284066351811	0.0872943295539397
AT1G03730	1.44453731946269	0.102610822640449
AT1G03740	1.5283427337601	0.0120610261353956
AT1G03750	0.478122473892195	0.638706298667289
AT1G03760	0.00955221966068754	0.992130187837497
AT1G03770	1.66705082031438	0.0556848063249799
AT1G03820	-1.02496280670828	0.415043334021596
AT1G03830	0.106143186305892	0.948518166616244
AT1G03850	1.07139059549767	0.501769410379394
AT1G03860	0.083167035789105	0.914959645416536
AT1G03870	-0.716351777992483	0.596549054358516
AT1G03900	0.232603550842772	0.700631876325165
AT1G03905	0.370988754332185	0.751963508174925
AT1G03910	0.259139655094818	0.86529013663826
AT1G03930	-0.158174460108296	0.839835271908033
AT1G03940	0.443326648030062	0.500365823531376
AT1G03950	0.0538753862921607	0.960372822980662
AT1G03960	0.359733167542343	0.632918023896416
AT1G03970	-0.714137513218173	0.356877580924467
AT1G03990	0.406164075133649	0.818562220668451
AT1G04000	-0.172420183536446	0.838058028857472
AT1G04010	0.203893846351525	0.818804186988691
AT1G04020	-0.318322811976427	0.797201543994622
AT1G04030	0.193217985947554	0.893289879890946
AT1G04040	-2.37153661058676	0.0246671879685748
AT1G04050	-1.26122854848302	0.48918586281607
AT1G04070	-0.504862440429346	0.640845643799478
AT1G04080	0.637883711161329	0.550780967869559
AT1G04100	1.5557923107809	0.0251591345421792
AT1G04120	0.552832986163009	0.73910537689311
AT1G04130	-0.0999923137106627	0.937084542677691
AT1G04140	0.54731187474042	0.605789162376184
AT1G04160	0.429559160391351	0.787207537435049
AT1G04170	-0.0822213625317429	0.868279806036049
AT1G04180	-1.51918101682938	0.186465260751095
AT1G04190	-0.564261037055807	0.201174288389418
AT1G04200	0.875876722173681	0.18631107050164
AT1G04210	0.463536451293342	0.735890919056377
AT1G04220	-1.31343993151473	0.696291854637167
AT1G04230	0.303578472272914	0.632008553947989
AT1G04240	-2.72985302291898	0.00216563244804608
AT1G04250	-1.22965656769912	0.189807239449965
AT1G04260	-0.0805151092526607	0.908855302414842
AT1G04270	-0.744255671391714	0.292350592073511
AT1G04280	0.956535611163803	0.205136954825316
AT1G04290	0.356141278650885	0.743968274745222
AT1G04300	0.740750872741874	0.685222735672764
AT1G04310	0.58289765209631	0.691305691481891
AT1G04340	-0.0931296825136897	0.91212814052879
AT1G04350	-1.35607339814464	0.102777365057189
AT1G04360	0.384429629773645	0.885371960138342
AT1G04390	0.547980771183311	0.58573317057664
AT1G04400	0.00767224534293853	0.994265984863367
AT1G04410	-0.188633145637996	0.828002310755508
AT1G04420	-0.824651729242007	0.236629673580483
AT1G04430	-0.559332628734052	0.386060727372122
AT1G04440	0.458206444042903	0.400259133047781
AT1G04480	-0.566436093349318	0.379871641699048
AT1G04490	3.23057981814191	0.00215950182577671
AT1G04510	0.211592432420076	0.661054124252213
AT1G04520	-2.60671146834679	0.039996310546845
AT1G04530	-0.372804361991113	0.550791502747826
AT1G04540	-0.833643699143807	0.590549129636572
AT1G04550	-1.20714853725714	0.11752870669583
AT1G04555	0.0526176536778381	0.966054899175762
AT1G04570	0.358135976120134	0.776534756850913
AT1G04590	-0.635771559044942	0.295049149698718
AT1G04600	0.0742083546502149	0.97256802777363
AT1G04620	-0.611528674452309	0.494846387072016
AT1G04630	-0.235477131377838	0.700902898714644
AT1G04635	-1.013470473766	0.360889918763669
AT1G04640	-1.19316887969917	0.0368535796866512
AT1G04650	3.20149463709106	0.00526158080532551
AT1G04680	-1.13518159267587	0.217404991055822
AT1G04690	0.043315302035038	0.95061749478274
AT1G04700	1.03045916558777	0.366404309530646
AT1G04710	-0.385587168906425	0.555046385214302
AT1G04730	-0.170498475709966	0.911268108959633
AT1G04750	0.114079453889616	0.932126562918575
AT1G04770	-0.892907019749646	0.172282980546343
AT1G04780	0.316136020696231	0.839489282082661
AT1G04790	0.37926839953826	0.626154729191229
AT1G04800	0.00909111103960395	0.99692654657617
AT1G04810	0.980392681868248	0.380354747861283
AT1G04820	0.641812489277665	0.33723097735702
AT1G04830	0.368752376840523	0.741546996928035
AT1G04840	0.220986223891162	0.900180670909536
AT1G04850	0.408947016125882	0.480308270596585
AT1G04860	0.501987753362648	0.648204873261789
AT1G04870	0.0492866789075561	0.925650387588599
AT1G04900	-0.436374175432472	0.692817396675765
AT1G04910	0.31731351795579	0.400309910242975
AT1G04920	0.804787257297995	0.687353153016085
AT1G04930	1.00469352999239	0.461350963774138
AT1G04940	-0.918250917868074	0.15200095985121
AT1G04945	-0.189185343712721	0.742665939710189
AT1G04950	-0.201390328367094	0.753741664373372
AT1G04960	0.536601739235253	0.299734720563991
AT1G04970	0.996084802140277	0.0254154624381135
AT1G04980	0.0896989653639633	0.959034390605583
AT1G04985	-0.0352147345309982	0.94729833440943
AT1G04990	0.337705849345962	0.845534860754483
AT1G05000	0.82278508651852	0.502772572774839
AT1G05010	0.0298577853107032	0.983096521019701
AT1G05020	0.9035671131302	0.487939586272423
AT1G05030	0.00079962774176706	0.999417592583195
AT1G05055	-0.105440355364362	0.854729352135323
AT1G05060	0.0163695895330168	0.98398535749126
AT1G05065	-2.09077102481398	0.117562841716274
AT1G05070	-1.40850478613364	0.0185446791846835
AT1G05087	0.409884754674925	0.628756645623021
AT1G05090	0.0830411933144646	0.908013926073356
AT1G05100	-1.22764180396423	NA
AT1G05120	0.44938603397898	0.737432559688651
AT1G05140	-1.51307225600922	0.00192358716950894
AT1G05150	0.343572573290706	0.711510991120496
AT1G05160	0.429221743844638	0.471643031289853
AT1G05170	0.657900513069416	0.52980270874704
AT1G05180	0.242628336416265	0.642795350904263
AT1G05190	-1.0852746434933	0.11113683461054
AT1G05200	-0.306103497315828	0.750884916949661
AT1G05205	-0.409626690985013	0.739602018102555
AT1G05210	-0.482479168839874	0.735890919056377
AT1G05220	-0.0436068469178681	0.984666543996317
AT1G05230	0.276101334524133	0.718876215150253
AT1G05270	-0.0823162248912697	0.832813266359704
AT1G05300	0.252811324552855	0.889514396138388
AT1G05310	0.79621057866903	0.423261358825796
AT1G05320	-0.817112808708305	0.188583050830504
AT1G05340	-0.289051962647202	0.882216715209758
AT1G05350	0.776999697026906	0.217065521769516
AT1G05360	0.160445029209382	0.81195189205596
AT1G05380	0.615048904005217	0.625229696358514
AT1G05385	-1.83827757243922	0.0039167552743623
AT1G05410	-0.233109552057047	0.662873687389008
AT1G05430	-0.39368566804197	0.47248492942585
AT1G05460	-1.15223855185002	0.379953332457765
AT1G05470	0.188639015902625	0.903045939632465
AT1G05500	-0.00450834559510371	0.994153557463111
AT1G05520	0.609997684856837	0.506875291297748
AT1G05540	-2.32186911273829	0.121331331917774
AT1G05560	-2.06148885155525	0.0939743939810245
AT1G05570	0.947620488039691	0.56535785951547
AT1G05575	1.29162789058711	0.705896972265511
AT1G05590	-0.706764929436891	0.267351382775807
AT1G05600	-0.079268369526769	0.928072253831589
AT1G05620	-0.0941026291979883	0.945651407716813
AT1G05630	1.20540713158161	0.482037261892163
AT1G05640	0.503722527888266	0.757708412288725
AT1G05670	0.0849308562137082	0.936912838792604
AT1G05675	1.97363477439191	0.0503202476422712
AT1G05680	-0.267809434979175	0.914898970517554
AT1G05690	-0.588239078784978	0.554396074961
AT1G05710	0.660038998572274	0.485496328328407
AT1G05720	-0.230614669284454	0.883941943036411
AT1G05730	-0.350821344947256	0.850338903391274
AT1G05750	0.311390809126433	0.700631876325165
AT1G05760	0.221448079419683	0.90065401367067
AT1G05780	0.555096314672442	0.581229678778319
AT1G05783	3.12189840535206	0.00178071406780527
AT1G05785	0.576464469593252	0.51615681532469
AT1G05790	0.189055317344574	0.790549413671411
AT1G05805	0.158467041777541	0.91154273593533
AT1G05810	-0.436629956062332	0.742665939710189
AT1G05820	2.27702070629858	0.00250856655755705
AT1G05830	0.451845416880938	0.713011997982624
AT1G05835	-0.761725837454833	0.713649933450634
AT1G05840	0.566752287744635	0.113274820190169
AT1G05850	-0.306414880567483	0.619758493279522
AT1G05860	-0.154249022792455	0.821032808759717
AT1G05870	-0.288151895073099	0.821242006687987
AT1G05880	4.78151700852747	2.7682128519953e-05
AT1G05890	0.89356855775644	0.168841007097971
AT1G05900	-0.310413546894577	0.708591340231378
AT1G05910	0.764221717710664	0.622152421455517
AT1G05940	0.190808955816308	0.721109848540726
AT1G05950	0.0770126620039555	0.954269432112543
AT1G05960	0.680724944926788	0.54436200263899
AT1G05970	-0.929857245511058	0.301164146189379
AT1G06000	0.744091018596855	0.469019388842322
AT1G06010	-0.449685629881828	0.65988444890975
AT1G06040	-1.2102905995915	0.061037818518199
AT1G06050	0.375748398452934	0.608704291975095
AT1G06060	-0.165172809854277	0.801522430397159
AT1G06070	0.099583788740844	0.875339161317342
AT1G06080	-5.99962194670372	0.184144761342641
AT1G06110	-0.311704117394735	0.690700398737016
AT1G06130	0.223286380717606	0.640080226030928
AT1G06140	0.825792902714632	0.568347943448324
AT1G06143	-0.0564763025561952	0.960781085280031
AT1G06148	1.49011651015518	0.412069599702683
AT1G06150	0.297760328231287	0.83985634681418
AT1G06160	-1.95359121906426	0.284546043637696
AT1G06180	0.348889805328369	0.856368421704898
AT1G06190	-0.662112171104949	0.244978369427408
AT1G06200	-0.32839370916689	0.583006607234795
AT1G06210	0.168184337142194	0.834288925182481
AT1G06220	0.518480520507329	0.744916593248072
AT1G06230	0.844520615823146	0.541697757129756
AT1G06240	-1.54087457568902	0.0310896346766413
AT1G06250	0.290637983302005	0.903742897793649
AT1G06270	-0.660213688070177	0.295489854417119
AT1G06290	0.384439101211706	0.648104842628292
AT1G06360	-2.81390816405364	0.299119505261164
AT1G06380	-0.835382224322885	0.0776777452882925
AT1G06390	0.082990076491482	0.862090268264686
AT1G06400	-0.452785257425655	0.606858925077186
AT1G06410	0.284293776414809	0.81066121394837
AT1G06430	0.143817753764297	0.920797098562488
AT1G06440	0.957186240469603	0.473810978448299
AT1G06450	0.184719411094076	0.850548516497099
AT1G06460	-1.76437953101595	0.0360924685589824
AT1G06470	-0.242668158222919	0.761516425097442
AT1G06490	1.3149169446779	0.526934813781152
AT1G06500	-0.955178777552272	0.209310923932738
AT1G06510	-0.443247521308868	0.57729240313298
AT1G06515	0.112931891373035	0.927483256968399
AT1G06520	-0.981599918406068	0.680987641804329
AT1G06530	-0.129200608381523	0.723146255233587
AT1G06550	0.553239895663967	0.628321249901457
AT1G06560	-0.25183728899011	0.785254678775688
AT1G06570	-0.373183170175478	0.825313838983088
AT1G06580	0.37946177986052	0.735773695114513
AT1G06590	0.507620111400823	0.532711798391853
AT1G06620	-0.526697227219617	0.773733606772909
AT1G06630	-0.0872031692095016	0.873273986487644
AT1G06640	-0.582897366087495	0.295231523646347
AT1G06645	-0.843492739703227	0.297550725336045
AT1G06650	-0.214673738568469	0.668611419997204
AT1G06660	2.22042903001957	0.0546807884911787
AT1G06670	0.66188320598703	0.709118955414467
AT1G06680	-1.57617426323445	0.00167477371171823
AT1G06690	-0.0878719447803529	0.946738930725035
AT1G06700	0.532031994828392	0.149920897641767
AT1G06710	0.409562417578265	0.699908762426932
AT1G06720	0.264698314340094	0.872712177844883
AT1G06730	-0.0725426402719389	0.943597029999978
AT1G06740	0.0242278018287969	0.983096521019701
AT1G06760	0.124961659632465	0.844412664841318
AT1G06770	0.541134115820143	0.253374957812891
AT1G06780	0.429770364868383	0.521749043860356
AT1G06790	-0.660893533576625	0.372582907561481
AT1G06800	-0.0204610462888179	0.986801522868039
AT1G06820	-0.113397134812862	0.894061221441976
AT1G06830	0.00981259091372252	0.99609364983492
AT1G06840	1.36495922652383	0.07065004530637
AT1G06850	0.59067246791851	0.573759103774768
AT1G06870	0.759399081668613	0.0961566636253249
AT1G06890	0.0792582184899402	0.939994961873116
AT1G06900	0.299105841538629	0.800783470891597
AT1G06910	-0.815522329897755	0.339899426833197
AT1G06950	0.0873817854811454	0.956996024429363
AT1G06960	-0.673647674997931	0.356603584520963
AT1G06980	-0.312719594780626	0.873562512543265
AT1G07000	1.56677208582746	0.0226056846267615
AT1G07010	-0.556489453710342	0.616807657840113
AT1G07020	0.171453793884738	0.882216715209758
AT1G07030	0.527415674015456	0.376113115593224
AT1G07040	-0.312814589103151	0.799783958870586
AT1G07050	-3.90067827654215	0.0639509707201753
AT1G07070	-1.38572803087665	0.0820607741470023
AT1G07080	-0.278912434231699	0.693591740232733
AT1G07090	-0.918138312930896	0.288727636643637
AT1G07110	-0.636731755107958	0.537355582285718
AT1G07120	0.117896049086314	0.940623263430478
AT1G07130	0.671937451396177	0.572646121409184
AT1G07135	2.44369231425043	0.155106573502825
AT1G07140	0.198376379689178	0.767054604553775
AT1G07150	-0.203285300646797	0.895471268288534
AT1G07160	0.812854266332085	0.683366137233536
AT1G07170	-0.675104102590274	0.515662205626116
AT1G07180	-0.565735133087811	0.738175281153162
AT1G07200	0.596143162781397	0.711301227419614
AT1G07210	-0.465735432088154	0.378740142939214
AT1G07220	1.11077157671391	0.124978155848423
AT1G07230	0.435839243776767	0.457118616104513
AT1G07240	0.181101708410462	0.837590091010858
AT1G07250	-0.589659663170404	0.443700588421815
AT1G07260	-1.53778252224142	0.213597084407381
AT1G07280	-1.20437315066748	0.036838950067874
AT1G07290	-0.797448659937417	0.434401267412276
AT1G07300	0.483222122065901	0.658989614590769
AT1G07310	1.37596890429063	0.290299844640131
AT1G07320	-0.938490743772974	0.24104950400057
AT1G07350	1.83707005955233	0.0588351727272196
AT1G07360	0.353377461686072	0.839521111709356
AT1G07370	-0.523177706506219	0.691305691481891
AT1G07380	0.386058842675529	0.735773695114513
AT1G07390	0.515956842881086	0.738531604747625
AT1G07400	3.46970562895302	0.0197427952383279
AT1G07410	0.917153356467956	0.370996821205466
AT1G07420	-0.745525936601782	0.590647844684487
AT1G07430	-0.66504087745556	NA
AT1G07440	-3.91519598950558	2.06104789483564e-05
AT1G07450	-1.54935877448066	0.555275604266876
AT1G07470	0.396610574113257	0.742205521282335
AT1G07480	0.511281301804497	0.671484207821509
AT1G07490	-2.77802485773931	0.33822204122151
AT1G07500	0.367713948320483	0.966188303841432
AT1G07510	1.14587033898158	0.306858900301555
AT1G07520	6.19282841986646	0.467673791889456
AT1G07530	0.878015395042506	0.12573227298036
AT1G07570	-0.178069458027274	0.833570360169112
AT1G07590	-0.749475028022979	0.441009420161645
AT1G07600	-0.958280541074748	0.330022888626784
AT1G07610	-1.63934929551116	0.0446329834584793
AT1G07615	-0.358934970079992	0.65441285735807
AT1G07620	0.573986742961692	0.467435603754238
AT1G07630	0.519312787180878	0.61352489076689
AT1G07640	0.842421587303136	0.218739922377183
AT1G07650	0.493318282877962	0.548796468028377
AT1G07660	-0.183252282686233	0.832167617284475
AT1G07670	0.86943828500293	0.479549862158467
AT1G07700	-0.434308109133756	0.466302360749063
AT1G07705	0.361446217181038	0.695595915111829
AT1G07720	-1.38342766887272	0.402366301814442
AT1G07725	-0.141837640845675	0.886412825140905
AT1G07740	-0.262160965458882	0.844951342711576
AT1G07745	-0.122032626308583	0.898734079500296
AT1G07750	-0.576617917993967	0.513975076183913
AT1G07770	-0.743787615558236	0.342389662382251
AT1G07780	-0.854733834375925	0.284712344738829
AT1G07790	-0.96801362849411	0.128897218372159
AT1G07810	0.657126524578042	0.670789148781173
AT1G07820	-0.844506439392033	0.292350592073511
AT1G07830	-1.04432429981524	0.0973948387921123
AT1G07840	-0.22864017030524	0.768522737466039
AT1G07870	0.0068382532472161	0.996642720613531
AT1G07880	0.319427883948645	0.838561524381937
AT1G07890	0.665993826600912	0.308082792331542
AT1G07900	0.224190066492604	0.896808736145491
AT1G07901	-0.833418861147832	0.644383880909358
AT1G07902	-1.34513925907652	0.274012309394431
AT1G07910	-0.238726574369768	0.887562075325637
AT1G07920	0.367917426017481	0.752567821545649
AT1G07930	0.257564266892278	0.84645708862139
AT1G07940	0.304399183871236	0.785310058764794
AT1G07950	-0.51749747408273	0.587537990119938
AT1G07960	0.000321610882924063	0.999886847822756
AT1G07970	-0.0524947185444848	0.972840253069028
AT1G07980	-0.0485913719144125	0.944569345964449
AT1G07990	0.687462494200023	0.515662205626116
AT1G08000	0.232686948254086	0.829508387320711
AT1G08010	-0.169041901397901	0.901227675725226
AT1G08030	-0.0145913101674193	0.982113357974639
AT1G08040	-0.584869021542854	0.330339662613845
AT1G08050	2.69261953082866	0.015425460627484
AT1G08060	0.890710605660906	0.64263083448595
AT1G08110	-0.566611760571945	0.342600766274059
AT1G08125	-0.00170960189083849	0.998673931340464
AT1G08130	0.0343490392988457	0.972981906571607
AT1G08160	0.714388650458414	0.388602499846359
AT1G08165	-0.816636444733429	0.615194848292551
AT1G08180	0.737067526730485	0.527096945741912
AT1G08190	0.170958314970051	0.92272966326021
AT1G08200	-0.615174304212664	0.419908794228091
AT1G08210	-0.405190536089775	0.42160814335727
AT1G08220	-0.285162332781375	0.617031236650033
AT1G08230	-0.777591430253798	0.630267841632235
AT1G08250	-0.940672610492399	0.492515154348377
AT1G08260	0.641917486097806	0.607006133028332
AT1G08280	-0.824202332700412	0.471532131470257
AT1G08290	0.595551367119307	0.656581120085898
AT1G08300	-0.30015232931369	0.790549413671411
AT1G08315	0.0640447897581877	0.9541134300477
AT1G08350	0.000337376958335202	0.999886847822756
AT1G08360	-0.613378041144988	0.281988269802887
AT1G08370	0.501921506861853	0.66649362758685
AT1G08380	-1.59008961284496	0.00653018578417826
AT1G08390	-1.98825545169437	0.00292175639884097
AT1G08400	0.260685279473598	0.728531853310619
AT1G08410	0.0271061577206623	0.983096521019701
AT1G08420	0.699138788814008	0.380354747861283
AT1G08450	0.202104869083684	0.853040175558929
